Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,493,438,55,915,71,391,10,5,0.888438,0.864504,0.427322,0.876308,,,1.553763440860215,2.033333333333333
INDEL,PASS,493,438,55,915,71,391,10,5,0.888438,0.864504,0.427322,0.876308,,,1.553763440860215,2.033333333333333
SNP,ALL,22268,21564,704,25881,696,3631,104,86,0.968385,0.968719,0.140296,0.968552,2.971820938113073,2.7853487351952038,1.2767720159558147,1.4575337260117804
SNP,PASS,22268,21564,704,25881,696,3631,104,86,0.968385,0.968719,0.140296,0.968552,2.971820938113073,2.7853487351952038,1.2767720159558147,1.4575337260117804
