Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,357,315,42,712,79,297,5,7,0.882353,0.809639,0.417135,0.844433,,,1.646153846153846,2.424390243902439
INDEL,PASS,357,315,42,712,79,297,5,7,0.882353,0.809639,0.417135,0.844433,,,1.646153846153846,2.424390243902439
SNP,ALL,20422,19523,899,22973,577,2894,73,81,0.955979,0.971264,0.125974,0.963561,3.05559968228753,2.925521011274342,1.2783482142857143,1.4414079115270098
SNP,PASS,20422,19523,899,22973,577,2894,73,81,0.955979,0.971264,0.125974,0.963561,3.05559968228753,2.925521011274342,1.2783482142857143,1.4414079115270098
