Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,1843,1480,363,2873,530,828,119,63,0.803039,0.740831,0.2882,0.770682,,,1.5332390381895333,2.621656050955414
INDEL,PASS,1843,1480,363,2873,530,828,119,63,0.803039,0.740831,0.2882,0.770682,,,1.5332390381895333,2.621656050955414
SNP,ALL,30921,29689,1232,35840,1312,4860,145,134,0.960157,0.95765,0.135603,0.958902,2.774225042714181,2.586734693877551,1.5834656858647496,1.801798983183418
SNP,PASS,30921,29689,1232,35840,1312,4860,145,134,0.960157,0.95765,0.135603,0.958902,2.774225042714181,2.586734693877551,1.5834656858647496,1.801798983183418
