Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,389,351,38,798,83,348,7,7,0.902314,0.815556,0.43609,0.856744,,,1.7777777777777777,3.015151515151515
INDEL,PASS,389,351,38,798,83,348,7,7,0.902314,0.815556,0.43609,0.856744,,,1.7777777777777777,3.015151515151515
SNP,ALL,20682,19961,721,24112,647,3513,45,89,0.965139,0.968591,0.145695,0.966862,3.037268292682927,2.826776649746193,1.6766381766381766,1.903120857934691
SNP,PASS,20682,19961,721,24112,647,3513,45,89,0.965139,0.968591,0.145695,0.966862,3.037268292682927,2.826776649746193,1.6766381766381766,1.903120857934691
