Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,478,427,51,835,57,335,10,9,0.893305,0.886,0.401198,0.889638,,,1.7470588235294118,2.021818181818182
INDEL,PASS,478,427,51,835,57,335,10,9,0.893305,0.886,0.401198,0.889638,,,1.7470588235294118,2.021818181818182
SNP,ALL,22416,21687,729,25956,628,3655,75,63,0.967479,0.97184,0.140815,0.969654,2.9548500881834214,2.795235311312482,1.3930364199508705,1.5588873545077924
SNP,PASS,22416,21687,729,25956,628,3655,75,63,0.967479,0.97184,0.140815,0.969654,2.9548500881834214,2.795235311312482,1.3930364199508705,1.5588873545077924
