Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,508,459,49,847,51,320,10,4,0.903543,0.903226,0.377804,0.903385,,,1.5670103092783505,2.0
INDEL,PASS,508,459,49,847,51,320,10,4,0.903543,0.903226,0.377804,0.903385,,,1.5670103092783505,2.0
SNP,ALL,22507,21848,659,26116,628,3655,67,66,0.97072,0.97204,0.139953,0.97138,2.966519823788546,2.801921117741231,1.3966766084363016,1.5774661795200948
SNP,PASS,22507,21848,659,26116,628,3655,67,66,0.97072,0.97204,0.139953,0.97138,2.966519823788546,2.801921117741231,1.3966766084363016,1.5774661795200948
