Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,1626,1317,309,2731,417,974,74,52,0.809963,0.762664,0.356646,0.785602,,,1.4422187981510015,2.061433447098976
INDEL,PASS,1626,1317,309,2731,417,974,74,52,0.809963,0.762664,0.356646,0.785602,,,1.4422187981510015,2.061433447098976
SNP,ALL,30492,29137,1355,35162,1077,4953,174,92,0.955562,0.964348,0.140862,0.959935,2.770676226974904,2.648102053515868,1.3774570982839314,1.5189564968107216
SNP,PASS,30492,29137,1355,35162,1077,4953,174,92,0.955562,0.964348,0.140862,0.959935,2.770676226974904,2.648102053515868,1.3774570982839314,1.5189564968107216
