Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,549,485,64,900,72,332,17,10,0.883424,0.873239,0.368889,0.878302,,,1.86096256684492,2.239130434782609
INDEL,PASS,549,485,64,900,72,332,17,10,0.883424,0.873239,0.368889,0.878302,,,1.86096256684492,2.239130434782609
SNP,ALL,21973,21433,540,26162,567,4170,77,59,0.975424,0.974218,0.159391,0.974821,3.007110300820419,2.7907010428736965,1.5918102430965306,1.8049774726453551
SNP,PASS,21973,21433,540,26162,567,4170,77,59,0.975424,0.974218,0.159391,0.974821,3.007110300820419,2.7907010428736965,1.5918102430965306,1.8049774726453551
