Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,357,322,35,754,65,346,7,5,0.901961,0.840686,0.458886,0.870246,,,1.646153846153846,2.5260663507109005
INDEL,PASS,357,322,35,754,65,346,7,5,0.901961,0.840686,0.458886,0.870246,,,1.646153846153846,2.5260663507109005
SNP,ALL,20422,19763,659,23761,635,3384,64,76,0.967731,0.968837,0.142418,0.968284,3.05559968228753,2.8648780487804877,1.2783482142857143,1.4989475899810567
SNP,PASS,20422,19763,659,23761,635,3384,64,76,0.967731,0.968837,0.142418,0.968284,3.05559968228753,2.8648780487804877,1.2783482142857143,1.4989475899810567
