Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,389,350,39,697,69,264,6,6,0.899743,0.840647,0.378766,0.869191,,,1.7777777777777777,2.861111111111111
INDEL,PASS,389,350,39,697,69,264,6,6,0.899743,0.840647,0.378766,0.869191,,,1.7777777777777777,2.861111111111111
SNP,ALL,20682,19703,979,23339,623,3019,57,80,0.952664,0.969341,0.129354,0.96093,3.037268292682927,2.8670089433587282,1.6766381766381766,1.849480757483201
SNP,PASS,20682,19703,979,23339,623,3019,57,80,0.952664,0.969341,0.129354,0.96093,3.037268292682927,2.8670089433587282,1.6766381766381766,1.849480757483201
