Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,376,325,51,680,67,280,12,8,0.864362,0.8325,0.411765,0.848132,,,1.781954887218045,2.299019607843137
INDEL,PASS,376,325,51,680,67,280,12,8,0.864362,0.8325,0.411765,0.848132,,,1.781954887218045,2.299019607843137
SNP,ALL,20162,19378,784,23194,542,3280,60,59,0.961115,0.972783,0.141416,0.966914,3.0875557357113905,2.9360474978795588,1.5809426229508197,1.7716130575152458
SNP,PASS,20162,19378,784,23194,542,3280,60,59,0.961115,0.972783,0.141416,0.966914,3.0875557357113905,2.9360474978795588,1.5809426229508197,1.7716130575152458
