Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,561,509,52,1127,168,432,28,24,0.907308,0.758273,0.383319,0.826123,,,1.631578947368421,3.2234848484848486
INDEL,PASS,561,509,52,1127,168,432,28,24,0.907308,0.758273,0.383319,0.826123,,,1.631578947368421,3.2234848484848486
SNP,ALL,22708,22368,340,27602,939,4311,54,83,0.985027,0.959684,0.156184,0.972191,2.9559463694932964,2.704761904761905,1.631682709033979,1.9436439321165546
SNP,PASS,22708,22368,340,27602,939,4311,54,83,0.985027,0.959684,0.156184,0.972191,2.9559463694932964,2.704761904761905,1.631682709033979,1.9436439321165546
