Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,382,330,52,741,84,313,13,15,0.863874,0.803738,0.422402,0.832722,,,1.7028985507246377,2.888888888888889
INDEL,PASS,382,330,52,741,84,313,13,15,0.863874,0.803738,0.422402,0.832722,,,1.7028985507246377,2.888888888888889
SNP,ALL,20698,19957,741,23786,689,3148,32,107,0.964199,0.966615,0.132347,0.965406,3.0735930735930737,2.8771386671011894,1.6089040232059528,1.8605462639874866
SNP,PASS,20698,19957,741,23786,689,3148,32,107,0.964199,0.966615,0.132347,0.965406,3.0735930735930737,2.8771386671011894,1.6089040232059528,1.8605462639874866
