Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,1843,1608,235,3440,612,1172,117,59,0.872491,0.730159,0.340698,0.795004,,,1.5332390381895333,3.2222222222222223
INDEL,PASS,1843,1608,235,3440,612,1172,117,59,0.872491,0.730159,0.340698,0.795004,,,1.5332390381895333,3.2222222222222223
SNP,ALL,30921,29940,981,36115,1238,4958,115,116,0.968274,0.960266,0.137284,0.964253,2.774225042714181,2.5872716441620334,1.5834656858647496,1.8050050516825988
SNP,PASS,30921,29940,981,36115,1238,4958,115,116,0.968274,0.960266,0.137284,0.964253,2.774225042714181,2.5872716441620334,1.5834656858647496,1.8050050516825988
