Type,Filter,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.FP,QUERY.UNK,FP.gt,FP.al,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,QUERY.TOTAL.het_hom_ratio
INDEL,ALL,389,351,38,700,62,271,4,8,0.902314,0.855478,0.387143,0.878272,,,1.7777777777777777,2.7675675675675677
INDEL,PASS,389,351,38,700,62,271,4,8,0.902314,0.855478,0.387143,0.878272,,,1.7777777777777777,2.7675675675675677
SNP,ALL,20682,19777,905,23417,602,3047,60,76,0.956242,0.970447,0.130119,0.963292,3.037268292682927,2.866171617161716,1.6766381766381766,1.8466966784280325
SNP,PASS,20682,19777,905,23417,602,3047,60,76,0.956242,0.970447,0.130119,0.963292,3.037268292682927,2.866171617161716,1.6766381766381766,1.8466966784280325
